page,auto_generated,reason
de/outreach-software-management-magdeburg.html,yes,legacy-service-pattern-generated
de/outreach-software-management-manchester.html,yes,legacy-service-pattern-generated
de/outreach-software-management-marseille.html,yes,legacy-service-pattern-generated
de/outreach-software-management-memphis.html,yes,legacy-service-pattern-generated
de/outreach-software-management-mesa.html,yes,legacy-service-pattern-generated
de/outreach-software-management-messina.html,yes,legacy-service-pattern-generated
de/outreach-software-management-miami-gardens.html,yes,legacy-service-pattern-generated
de/outreach-software-management-miami.html,yes,legacy-service-pattern-generated
de/outreach-software-management-milan.html,yes,legacy-service-pattern-generated
de/outreach-software-management-milton-keynes.html,yes,legacy-service-pattern-generated
de/outreach-software-management-milwaukee.html,yes,legacy-service-pattern-generated
de/outreach-software-management-minneapolis.html,yes,legacy-service-pattern-generated
de/outreach-software-management-minsk.html,yes,legacy-service-pattern-generated
de/outreach-software-management-mnchengladbach.html,yes,legacy-service-pattern-generated
de/outreach-software-management-montpellier.html,yes,legacy-service-pattern-generated
de/outreach-software-management-moreno-valley.html,yes,legacy-service-pattern-generated
de/outreach-software-management-moscow.html,yes,legacy-service-pattern-generated
de/outreach-software-management-mstoles.html,yes,legacy-service-pattern-generated
de/outreach-software-management-mumbai.html,yes,legacy-service-pattern-generated
de/outreach-software-management-munich.html,yes,legacy-service-pattern-generated
de/outreach-software-management-nanjing.html,yes,legacy-service-pattern-generated
de/outreach-software-management-naples.html,yes,legacy-service-pattern-generated
de/outreach-software-management-nashville.html,yes,legacy-service-pattern-generated
de/outreach-software-management-neuilly-sur-seine.html,yes,legacy-service-pattern-generated
de/outreach-software-management-new-taipei-city.html,yes,legacy-service-pattern-generated
de/outreach-software-management-newborough.html,yes,legacy-service-pattern-generated
de/outreach-software-management-newcastle.html,yes,legacy-service-pattern-generated
de/outreach-software-management-nizhny-novgorod.html,yes,legacy-service-pattern-generated
de/outreach-software-management-noisy-le-grand.html,yes,legacy-service-pattern-generated
de/outreach-software-management-norrkping.html,yes,legacy-service-pattern-generated
de/outreach-software-management-north-lanarkshire.html,yes,legacy-service-pattern-generated
de/outreach-software-management-north-las-vegas.html,yes,legacy-service-pattern-generated
de/outreach-software-management-north-somerset.html,yes,legacy-service-pattern-generated
de/outreach-software-management-north-tyneside.html,yes,legacy-service-pattern-generated
de/outreach-software-management-northampton.html,yes,legacy-service-pattern-generated
de/outreach-software-management-nottingham.html,yes,legacy-service-pattern-generated
de/outreach-software-management-nuremberg.html,yes,legacy-service-pattern-generated
de/outreach-software-management-nyregyhza.html,yes,legacy-service-pattern-generated
de/outreach-software-management-oakland.html,yes,legacy-service-pattern-generated
de/outreach-software-management-oberhausen.html,yes,legacy-service-pattern-generated
de/outreach-software-management-odesa.html,yes,legacy-service-pattern-generated
de/outreach-software-management-offenbach.html,yes,legacy-service-pattern-generated
de/outreach-software-management-oklahoma-city.html,yes,legacy-service-pattern-generated
de/outreach-software-management-oldenburg.html,yes,legacy-service-pattern-generated
de/outreach-software-management-omaha.html,yes,legacy-service-pattern-generated
de/outreach-software-management-osnabrck.html,yes,legacy-service-pattern-generated
de/outreach-software-management-ostrava.html,yes,legacy-service-pattern-generated
de/outreach-software-management-overland-park.html,yes,legacy-service-pattern-generated
de/outreach-software-management-paderborn.html,yes,legacy-service-pattern-generated
de/outreach-software-management-palermo.html,yes,legacy-service-pattern-generated
de/outreach-software-management-pamplona.html,yes,legacy-service-pattern-generated
de/outreach-software-management-pardubice.html,yes,legacy-service-pattern-generated
de/outreach-software-management-paris.html,yes,legacy-service-pattern-generated
de/outreach-software-management-pembroke-pines.html,yes,legacy-service-pattern-generated
de/outreach-software-management-perm.html,yes,legacy-service-pattern-generated
de/outreach-software-management-perpignan.html,yes,legacy-service-pattern-generated
de/outreach-software-management-perugia.html,yes,legacy-service-pattern-generated
de/outreach-software-management-peterborough.html,yes,legacy-service-pattern-generated
de/outreach-software-management-pforzheim.html,yes,legacy-service-pattern-generated
de/outreach-software-management-philadelphia.html,yes,legacy-service-pattern-generated
de/outreach-software-management-phoenix.html,yes,legacy-service-pattern-generated
de/outreach-software-management-ploiesti.html,yes,legacy-service-pattern-generated
de/outreach-software-management-port-st-lucie.html,yes,legacy-service-pattern-generated
de/outreach-software-management-portland.html,yes,legacy-service-pattern-generated
de/outreach-software-management-portsmouth.html,yes,legacy-service-pattern-generated
de/outreach-software-management-prague.html,yes,legacy-service-pattern-generated
de/outreach-software-management-raleigh.html,yes,legacy-service-pattern-generated
de/outreach-software-management-rancho-cucamonga.html,yes,legacy-service-pattern-generated
de/outreach-software-management-randers.html,yes,legacy-service-pattern-generated
de/outreach-software-management-ravenna.html,yes,legacy-service-pattern-generated
de/outreach-software-management-rawalpindi.html,yes,legacy-service-pattern-generated
de/outreach-software-management-recklinghausen.html,yes,legacy-service-pattern-generated
de/outreach-software-management-regensburg.html,yes,legacy-service-pattern-generated
de/outreach-software-management-reggio-calabria.html,yes,legacy-service-pattern-generated
de/outreach-software-management-reggio-emilia.html,yes,legacy-service-pattern-generated
de/outreach-software-management-renfrewshire.html,yes,legacy-service-pattern-generated
de/outreach-software-management-reutlingen.html,yes,legacy-service-pattern-generated
de/outreach-software-management-rhondda-cynon-taf.html,yes,legacy-service-pattern-generated
de/outreach-software-management-richmond-hill.html,yes,legacy-service-pattern-generated
de/outreach-software-management-riyadh.html,yes,legacy-service-pattern-generated
de/outreach-software-management-rome.html,yes,legacy-service-pattern-generated
de/outreach-software-management-roskilde.html,yes,legacy-service-pattern-generated
de/outreach-software-management-rostov-on-don.html,yes,legacy-service-pattern-generated
de/outreach-software-management-rotherham.html,yes,legacy-service-pattern-generated
de/outreach-software-management-rotterdam.html,yes,legacy-service-pattern-generated
de/outreach-software-management-rueil-malmaison.html,yes,legacy-service-pattern-generated
de/outreach-software-management-rzeszow.html,yes,legacy-service-pattern-generated
de/outreach-software-management-saarbrcken.html,yes,legacy-service-pattern-generated
de/outreach-software-management-sabadell.html,yes,legacy-service-pattern-generated
de/outreach-software-management-sacramento.html,yes,legacy-service-pattern-generated
de/outreach-software-management-saint-denis.html,yes,legacy-service-pattern-generated
de/outreach-software-management-saint-maur-des-fosss.html,yes,legacy-service-pattern-generated
de/outreach-software-management-saint-nazaire.html,yes,legacy-service-pattern-generated
de/outreach-software-management-saint-petersburg.html,yes,legacy-service-pattern-generated
de/outreach-software-management-saint-pierre.html,yes,legacy-service-pattern-generated
de/outreach-software-management-saint-tienne.html,yes,legacy-service-pattern-generated
de/outreach-software-management-salerno.html,yes,legacy-service-pattern-generated
de/outreach-software-management-salt-lake-city.html,yes,legacy-service-pattern-generated
de/outreach-software-management-samara.html,yes,legacy-service-pattern-generated
de/outreach-software-management-san-antonio.html,yes,legacy-service-pattern-generated
de/outreach-software-management-san-diego.html,yes,legacy-service-pattern-generated
de/outreach-software-management-san-francisco.html,yes,legacy-service-pattern-generated
de/outreach-software-management-san-jose.html,yes,legacy-service-pattern-generated
de/outreach-software-management-sandnes.html,yes,legacy-service-pattern-generated
de/outreach-software-management-sankt-plten.html,yes,legacy-service-pattern-generated
de/outreach-software-management-sanliurfa.html,yes,legacy-service-pattern-generated
de/outreach-software-management-santa-clarita.html,yes,legacy-service-pattern-generated
de/outreach-software-management-santa-cruz.html,yes,legacy-service-pattern-generated
de/outreach-software-management-saratov.html,yes,legacy-service-pattern-generated
de/outreach-software-management-sarpsborg.html,yes,legacy-service-pattern-generated
de/outreach-software-management-seattle.html,yes,legacy-service-pattern-generated
de/outreach-software-management-seoul.html,yes,legacy-service-pattern-generated
de/outreach-software-management-seville.html,yes,legacy-service-pattern-generated
de/outreach-software-management-shanghai.html,yes,legacy-service-pattern-generated
de/outreach-software-management-sheffield.html,yes,legacy-service-pattern-generated
de/outreach-software-management-shenyang.html,yes,legacy-service-pattern-generated
de/outreach-software-management-shenzhen.html,yes,legacy-service-pattern-generated
de/outreach-software-management-singapore.html,yes,legacy-service-pattern-generated
de/outreach-software-management-sofia.html,yes,legacy-service-pattern-generated
de/outreach-software-management-sosnowiec.html,yes,legacy-service-pattern-generated
de/outreach-software-management-south-gloucestershire.html,yes,legacy-service-pattern-generated
de/outreach-software-management-south-lanarkshire.html,yes,legacy-service-pattern-generated
de/outreach-software-management-southampton.html,yes,legacy-service-pattern-generated
de/outreach-software-management-southend-on-sea.html,yes,legacy-service-pattern-generated
de/outreach-software-management-st-gallen.html,yes,legacy-service-pattern-generated
de/outreach-software-management-st-helens.html,yes,legacy-service-pattern-generated
de/outreach-software-management-st-petersburg.html,yes,legacy-service-pattern-generated
de/outreach-software-management-stavanger.html,yes,legacy-service-pattern-generated
de/outreach-software-management-sterling-heights.html,yes,legacy-service-pattern-generated
de/outreach-software-management-stockholm.html,yes,legacy-service-pattern-generated
de/outreach-software-management-stockport.html,yes,legacy-service-pattern-generated
de/outreach-software-management-stockton-on-tees.html,yes,legacy-service-pattern-generated
de/outreach-software-management-stoke-on-trent.html,yes,legacy-service-pattern-generated
de/outreach-software-management-strasbourg.html,yes,legacy-service-pattern-generated
de/outreach-software-management-stuttgart.html,yes,legacy-service-pattern-generated
de/outreach-software-management-sunderland.html,yes,legacy-service-pattern-generated
de/outreach-software-management-surat.html,yes,legacy-service-pattern-generated
de/outreach-software-management-szczecin.html,yes,legacy-service-pattern-generated
de/outreach-software-management-szkesfehrvr.html,yes,legacy-service-pattern-generated
de/outreach-software-management-szombathely.html,yes,legacy-service-pattern-generated
de/outreach-software-management-tallinn.html,yes,legacy-service-pattern-generated
de/outreach-software-management-tampa.html,yes,legacy-service-pattern-generated
de/outreach-software-management-tampere.html,yes,legacy-service-pattern-generated
de/outreach-software-management-taranto.html,yes,legacy-service-pattern-generated
de/outreach-software-management-tbilisi.html,yes,legacy-service-pattern-generated
de/outreach-software-management-tehran.html,yes,legacy-service-pattern-generated
de/outreach-software-management-terrassa.html,yes,legacy-service-pattern-generated
de/outreach-software-management-the-hague.html,yes,legacy-service-pattern-generated
de/outreach-software-management-thousand-oaks.html,yes,legacy-service-pattern-generated
de/outreach-software-management-tianjin.html,yes,legacy-service-pattern-generated
de/outreach-software-management-timisoara.html,yes,legacy-service-pattern-generated
de/outreach-software-management-tokyo.html,yes,legacy-service-pattern-generated
de/outreach-software-management-trieste.html,yes,legacy-service-pattern-generated
de/outreach-software-management-trondheim.html,yes,legacy-service-pattern-generated
de/outreach-software-management-tucson.html,yes,legacy-service-pattern-generated
de/outreach-software-management-tulsa.html,yes,legacy-service-pattern-generated
de/outreach-software-management-turin.html,yes,legacy-service-pattern-generated
de/outreach-software-management-ufa.html,yes,legacy-service-pattern-generated
de/outreach-software-management-uppsala.html,yes,legacy-service-pattern-generated
de/outreach-software-management-usti-nad-labem.html,yes,legacy-service-pattern-generated
de/outreach-software-management-valencia.html,yes,legacy-service-pattern-generated
de/outreach-software-management-valladolid.html,yes,legacy-service-pattern-generated
de/outreach-software-management-versailles.html,yes,legacy-service-pattern-generated
de/outreach-software-management-vienna.html,yes,legacy-service-pattern-generated
de/outreach-software-management-vila-nova-de-gaia.html,yes,legacy-service-pattern-generated
de/outreach-software-management-villeneuve-dascq.html,yes,legacy-service-pattern-generated
de/outreach-software-management-villeurbanne.html,yes,legacy-service-pattern-generated
de/outreach-software-management-vilnius.html,yes,legacy-service-pattern-generated
de/outreach-software-management-virginia-beach.html,yes,legacy-service-pattern-generated
de/outreach-software-management-vitoria-gasteiz.html,yes,legacy-service-pattern-generated
de/outreach-software-management-vitry-sur-seine.html,yes,legacy-service-pattern-generated
de/outreach-software-management-vnissieux.html,yes,legacy-service-pattern-generated
de/outreach-software-management-volgograd.html,yes,legacy-service-pattern-generated
de/outreach-software-management-voronezh.html,yes,legacy-service-pattern-generated
de/outreach-software-management-vsters.html,yes,legacy-service-pattern-generated
de/outreach-software-management-wakefield.html,yes,legacy-service-pattern-generated
de/outreach-software-management-warrington.html,yes,legacy-service-pattern-generated
de/outreach-software-management-warsaw.html,yes,legacy-service-pattern-generated
de/outreach-software-management-washington.html,yes,legacy-service-pattern-generated
de/outreach-software-management-waterford.html,yes,legacy-service-pattern-generated
de/outreach-software-management-west-valley-city.html,yes,legacy-service-pattern-generated
de/outreach-software-management-wichita.html,yes,legacy-service-pattern-generated
de/outreach-software-management-wiesbaden.html,yes,legacy-service-pattern-generated
de/outreach-software-management-winston-salem.html,yes,legacy-service-pattern-generated
de/outreach-software-management-winterthur.html,yes,legacy-service-pattern-generated
de/outreach-software-management-wokingham.html,yes,legacy-service-pattern-generated
de/outreach-software-management-wolfsburg.html,yes,legacy-service-pattern-generated
de/outreach-software-management-wolverhampton.html,yes,legacy-service-pattern-generated
de/outreach-software-management-wroclaw.html,yes,legacy-service-pattern-generated
de/outreach-software-management-wuhan.html,yes,legacy-service-pattern-generated
de/outreach-software-management-wuppertal.html,yes,legacy-service-pattern-generated
de/outreach-software-management-xi-an.html,yes,legacy-service-pattern-generated
de/outreach-software-management-yangon.html,yes,legacy-service-pattern-generated
de/outreach-software-management-yerevan.html,yes,legacy-service-pattern-generated
de/outreach-software-management-yokohama.html,yes,legacy-service-pattern-generated
de/outreach-software-management-zagreb.html,yes,legacy-service-pattern-generated
de/outreach-software-management-zaporizhzhia.html,yes,legacy-service-pattern-generated
de/outreach-software-management-zaragoza.html,yes,legacy-service-pattern-generated
de/outreach-software-management-zhengzhou.html,yes,legacy-service-pattern-generated
de/outreach-software-management.html,no,manual-or-unknown
de/overland-park.html,yes,generated-by-current-build-script
de/paderborn.html,yes,generated-by-current-build-script
de/palermo.html,yes,generated-by-current-build-script
de/pamplona.html,yes,generated-by-current-build-script
de/pardubice.html,yes,generated-by-current-build-script
de/paris.html,yes,generated-by-current-build-script
de/pembroke-pines.html,yes,generated-by-current-build-script
de/perm.html,yes,generated-by-current-build-script
de/perpignan.html,yes,generated-by-current-build-script
de/perugia.html,yes,generated-by-current-build-script
de/peterborough.html,yes,generated-by-current-build-script
de/pforzheim.html,yes,generated-by-current-build-script
de/philadelphia.html,yes,generated-by-current-build-script
de/phoenix.html,yes,generated-by-current-build-script
de/ploiesti.html,yes,generated-by-current-build-script
de/port-st-lucie.html,yes,generated-by-current-build-script
de/portland.html,yes,generated-by-current-build-script
de/portsmouth.html,yes,generated-by-current-build-script
de/prague.html,yes,generated-by-current-build-script
de/raleigh.html,yes,generated-by-current-build-script
de/rancho-cucamonga.html,yes,generated-by-current-build-script
de/randers.html,yes,generated-by-current-build-script
de/ravenna.html,yes,generated-by-current-build-script
de/rawalpindi.html,yes,generated-by-current-build-script
de/recklinghausen.html,yes,generated-by-current-build-script
de/recruitment.html,yes,generated-by-current-build-script
de/regensburg.html,yes,generated-by-current-build-script
de/reggio-calabria.html,yes,generated-by-current-build-script
de/reggio-emilia.html,yes,generated-by-current-build-script
de/renfrewshire.html,yes,generated-by-current-build-script
de/reutlingen.html,yes,generated-by-current-build-script
de/revops-crm-setup.html,yes,generated-by-current-build-script
de/revops-infrastructure-a-corua.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-aalborg.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-aberdeenshire.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-agualva-cacm.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-ahmedabad.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-aix-en-provence.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-albuquerque.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-alicante.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-almera.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-amadora.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-amsterdam.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-ankara.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-argenteuil.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-asnires-sur-seine.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-atlanta.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-aubervilliers.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-aulnay-sous-bois.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-austin.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-badalona.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-baghdad.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-bakersfield.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-baku.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-baltimore.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-barcelona.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-beijing.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-belgrade.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-bengaluru.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-berlin.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-bialystok.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-bielbienne.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-bielefeld.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-birmingham.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-bologna.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-boston.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-boulogne-billancourt.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-bournemouth.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-bratislava.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-braunschweig.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-bremerhaven.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-brescia.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-bucharest.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-budapest.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-busan.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-bydgoszcz.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-cagliari.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-calderdale.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-cartagena.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-catania.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-ceske-budejovice.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-champigny-sur-marne.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-changsha.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-charleroi.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-charlotte.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-chengdu.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-chennai.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-chongqing.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-clermont-ferrand.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-cluj-napoca.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-cologne.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-colorado-springs.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-columbus.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-constanta.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-copenhagen.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-coral-springs.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-corpus-christi.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-county-durham.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-courbevoie.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-crdoba.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-czestochowa.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-dallas.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-darmstadt.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-debrecen.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-delhi.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-denver.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-detroit.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-dhaka.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-diyarbakir.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-dnipro.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-doncaster.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-donetsk.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-dongguan.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-dortmund.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-drammen.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-dsseldorf.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-duisburg.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-east-riding.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-edinburgh.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-eindhoven.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-el-paso.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-esbjerg.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-eskisehir.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-faisalabad.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-fayetteville.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-ferrara.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-florence.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-fort-de-france.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-fort-lauderdale.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-fort-worth.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-foshan.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-frankfurt.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-fredrikstad.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-fresno.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-funchal.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-garden-grove.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-gateshead.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-gaziantep.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-gelsenkirchen.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-gliwice.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-gothenburg.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-granada.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-grand-prairie.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-grand-rapids.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-groningen.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-gttingen.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-guangzhou.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-hangzhou.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-heidelberg.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-heilbronn.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-helsingborg.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-helsinki.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-ho-chi-minh-city.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-hong-kong.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-horsens.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-hradec-kralove.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-huntington-beach.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-hyderabad.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-indianapolis.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-ingolstadt.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-innsbruck.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-issy-les-moulineaux.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-istanbul.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-ivry-sur-seine.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-jacksonville.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-jakarta.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-jeddah.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-jnkping.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-jyvskyl.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-kahramanmaras.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-kansas-city.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-karachi.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-karlsruhe.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-katowice.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-kazan.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-kecskemt.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-kharkiv.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-kingston-upon-hull.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-klagenfurt.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-kolding.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-kolkata.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-krakow.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-krasnodar.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-kristiansand.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-kyiv.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-la-rochelle.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-la-seyne-sur-mer.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-lahore.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-las-palmas.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-las-vegas.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-lausanne.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-leeds.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-leicester.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-levallois-perret.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-leverkusen.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-lhospitalet.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-linkping.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-liverpool.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-livorno.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-ljubljana.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-london.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-long-beach.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-louisville.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-ludwigshafen.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-lviv.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-madrid.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-magdeburg.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-manchester.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-marseille.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-memphis.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-mesa.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-messina.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-miami-gardens.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-miami.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-milan.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-milton-keynes.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-milwaukee.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-minneapolis.html,yes,legacy-service-pattern-generated
de/revops-infrastructure-minsk.html,yes,legacy-service-pattern-generated
